_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1618,166389140,17212228,11,2017-10-22T00:01:00,"1400 Block Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,IDENTITY THEFT,4120 Identity Theft,201,6,6,-79.98769558,40.44040542
1290,165678312,17204093,99,2017-10-22T00:10:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Terrace Village,2,MISCELLANEOUS FIRE VEH INVEST CONTINUED,9122 Miscellaneous Fire Vehicle Investigation to Continue,511,6,3,-79.97410769,40.44084715
2388,166039264,17207387,27,2017-10-22T00:15:00,"100 Block Maddock Pl Pittsburgh, PA 15222",Y,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-80.00044647,40.44463455
2499,165791851,17205535,10,2017-10-22T00:21:00,"7400 Block Idlewild St Pittsburgh, PA 15208",N,Homewood North,5,HARRASSMENT,2709 Harassment (Non-Specific),1302,9,2,-79.89153932,40.45693427
2798,165679311,17204104,23,2017-10-22T00:25:00,"French St & 9th St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,201,6,6,-79.99858389,40.44426195
2981,165752961,17205082,6,2017-10-22T00:30:00,"1800 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",1702,3,4,-79.9802658,40.42847887
1292,165684702,17204266,6,2017-10-22T00:45:00,"2600 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,7,6,-79.97835426,40.45489317
2133,165690607,17204397,27,2017-10-22T00:45:00,"Liberty Ave & Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,802,7,2,-79.94806593,40.46112745
472,165695513,17204131,0,2017-10-22T00:58:00,"1500 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 9133 Noise Complaint - No Citation,1702,3,4,-79.98330671,40.42868483
391,165691952,17204383,0,2017-10-22T01:00:00,"1700 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,1702,3,4,-79.98186901,40.4285852
1416,165681295,17204134,6,2017-10-22T01:00:00,"Boggs Ave & Jasper St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1915,2,5,-80.01043999,40.42144975
2411,166254694,17210902,6,2017-10-22T01:00:00,"300 Block Roberts St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,305,6,3,-79.98256519,40.44114179
1499,165689074,17204385,0,2017-10-22T01:01:00,"200 Block Station Square Dr W Pittsburgh, PA 15219",Y,South Shore,3,99,601.16 Public Urination And Defecation,1921,2,5,-80.00574336,40.43420932
1233,165681264,17204180,99,2017-10-22T01:16:00,"1600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,4,-79.98264653,40.42874675
2738,165678939,17204148,24,2017-10-22T01:20:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 9093 Indirect Criminal Contempt,1702,3,4,-79.98330671,40.42868483
2799,165680154,17204152,23,2017-10-22T01:28:00,"100 Block 9th St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 3503(b)(1)(i) Actual Communication,201,6,6,-79.99905,40.44509999
3349,-2965001292,17204315,0,2017-10-22T01:35:00,"2300 Block Salisbury St Pittsburgh, PA 15210",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1608,3,4,-79.97415492,40.41876836
1955,165679030,17204157,26,2017-10-22T01:46:00,"3600 Block Blvd Of The Allies Pittsburgh, PA 15213",Y,South Oakland,4,CRIMINAL TRESPASS,3503 Criminal Trespass,409,3,3,-79.95422861,40.43429946
1232,165679294,17204164,0,2017-10-22T01:50:00,"Larimer Ave & Dean St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,8106 Shots Fired,1203,9,2,-79.90577482,40.46925037
1417,165681775,17204163,10,2017-10-22T01:50:00,"S 18th St & Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709(a) Harassment. / 3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,4,-79.98065191,40.42783836
421,165681228,17204171,0,2017-10-22T02:00:00,"E Carson St & S 18th St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,4,-79.98056196,40.42875859
1244,165681257,17204172,27,2017-10-22T02:05:00,"4700 Block Plummer St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.95845756,40.47533771
2132,165681323,17204176,4,2017-10-22T02:09:00,"8000 Block Bennett St Pittsburgh, PA 15221",Y,East Hills,5,AGG-ASSAULT,2702 Aggravated Assault. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3802(a)(1) DUI - General Impairment / 3714 Careless Driving,1306,9,2,-79.88411574,40.45392462
2802,165697143,17204170,0,2017-10-22T02:15:00,"400 Block N Neville St Pittsburgh, PA 15213",Y,Shadyside,4,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,709,8,3,-79.94953823,40.45140073
1152,165703874,17204186,6,2017-10-22T02:30:00,"1000 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2709(a) Harassment. / 3503(b.1) Criminal Trespass - Simple Trespasser,2108,6,1,-80.01894947,40.45156448
2113,165679213,17204211,99,2017-10-22T02:30:00,"Edmond St & Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,FOUND PROPERTY,9489 Found Property,802,7,2,-79.94806593,40.46112745
2740,165682974,17204200,3,2017-10-22T02:45:00,"Middle St & Foreland St Pittsburgh, PA 15212",N,East Allegheny,1,ROBBERY,3701 Robbery.,2304,1,1,-79.99938941,40.45456873
370,166808436,17204209,0,2017-10-22T03:00:00,"1800 Block Ley St Pittsburgh, PA 15212",Y,Troy Hill,1,99,"6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2406,1,1,-79.98225492,40.46456173
1777,166376611,17204236,10,2017-10-22T03:00:00,"2000 Block Straubs Ln Pittsburgh, PA 15212",Y,Troy Hill,1,TERRORISTIC THREATS,"2709(a) Harassment. / 2710 Ethnic Intimidation. / 2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 2709(a)(4) Harassment Communicates Prohibited Acts / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure",2406,1,1,-79.98093096,40.46816421
2739,165682182,17204236,5,2017-10-22T03:00:00,"2000 Block Ley St Pittsburgh, PA 15212",Y,Troy Hill,1,BURGLARY,3502 Burglary. / 2710 Ethnic Intimidation. / 2706 Terroristic Threats. / 2709(a) Harassment.,2406,1,1,-79.9803732,40.4678888
2800,165681222,17204209,4,2017-10-22T03:00:00,"1800 Block Ley St Pittsburgh, PA 15212",Y,Troy Hill,1,AGG-ASSAULT,2702 Aggravated Assault.,2406,1,1,-79.98225492,40.46456173
1234,165682384,17204237,15,2017-10-22T03:03:00,"Ley St & Roessler St Pittsburgh, PA 15212",Y,Troy Hill,1,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 5121 Escape. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2406,1,1,-79.97912876,40.4693681
2869,165680913,17204212,22,2017-10-22T03:15:00,"2600 Block 5th Ave Pittsburgh, PA 15213",Y,West Oakland,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",402,6,3,-79.96575985,40.43651311
2963,165691707,17204377,5,2017-10-22T05:00:00,"1800 Block Niggel St Pittsburgh, PA 15212",N,Troy Hill,1,BURGLARY,3502 Burglary.,2406,1,1,-79.98005785,40.46780371
389,165685079,17204252,21,2017-10-22T06:00:00,"1400 Block Oberlin St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,1202,9,2,-79.88995404,40.46373272
2039,165683900,17204250,0,2017-10-22T06:01:00,"Mifflin Rd & Glenhurst Rd Pittsburgh, PA 15207",Y,Lincoln Place,4,99,1785 Proof of Financial Responsibility Following Accident. / 3746 Immediate Notice of Accident to Police Department / 3361  Driving Vehicle at Safe Speed. / 3736 Reckless Driving / 3712 Abandonment and Stripping of Vehicles,3102,5,3,-79.9170593,40.37216302
2830,165685604,17204290,0,2017-10-22T06:31:00,"1500 Block Transverse Ave Pittsburgh, PA 15210",N,Carrick,3,99,901 Criminal Attempt,2902,4,4,-79.98364905,40.4017512
2201,165740186,17204999,14,2017-10-22T07:30:00,"Bedford Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,CRIM MISCHIEF,3304 Criminal Mischief.,305,,,0,0
1498,165688309,17204264,99,2017-10-22T07:50:00,"100 Block Rochelle St Pittsburgh, PA 15210",Y,Knoxville,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9501 Bench Warrant / 9123 Miscellaneous Fire Other Investigation to Continue,3001,3,4,-79.98808369,40.41512107
1613,165739546,17204269,14,2017-10-22T08:15:00,"20 Block E Meyers St Pittsburgh, PA 15210",Y,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2902,4,4,-79.98804103,40.39988851
390,165686645,17204279,14,2017-10-22T08:30:00,"2300 Block Edgar St Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,2904,4,4,-79.98579975,40.38716202
2177,165694631,17204418,6,2017-10-22T09:00:00,"300 Block Linnview Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2902,4,4,-79.98446353,40.40366968
2871,165685921,17204284,6,2017-10-22T09:00:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,804,8,2,-79.94927741,40.45255125
695,165688355,17204302,14,2017-10-22T09:45:00,"1800 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,CRIM MISCHIEF,3304 Criminal Mischief.,1014,7,2,-79.92558852,40.48535299
696,165689031,17204308,14,2017-10-22T09:59:00,"1800 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,CRIM MISCHIEF,3304 Criminal Mischief.,1014,7,2,-79.92558852,40.48535299
1994,165737055,17204399,27,2017-10-22T10:14:00,"Liberty Brg Ramp & Blvd Of The Allies Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,103,,,0,0
1379,-2821001976,17204312,14,2017-10-22T10:18:00,"400 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,CRIM MISCHIEF,3304 Criminal Mischief.,305,6,3,-79.98453184,40.44063603
1153,165734492,17204967,99,2017-10-22T10:30:00,"800 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,4,-79.99075428,40.42765454
549,165686727,17204317,99,2017-10-22T10:33:00,"400 Block Linnview Ave Pittsburgh, PA 15210",N,Carrick,3,FOUND PROPERTY,9489 Found Property,2902,4,4,-79.9813829,40.40505041
2875,165703186,17204781,6,2017-10-22T10:48:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION",405,3,3,-79.95688887,40.44042041
1418,165691877,17204334,10,2017-10-22T10:55:00,"6000 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3714 Careless Driving,1113,9,2,-79.92106835,40.46964403
2091,-3134000814,17204344,6,2017-10-22T11:10:00,"200 Block Ottis Way Pittsburgh, PA 15207",N,Greenfield,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,1516,5,3,-79.94962905,40.42597293
2160,-3058012258,17205231,10,2017-10-22T11:30:00,"600 Block Sickles St Pittsburgh, PA 15221",N,East Hills,5,SIMPLE ASSAULT,2701 Simple Assault.,1306,9,2,-79.8824703,40.45147202
2927,165689091,17204349,18,2017-10-22T11:30:00,"7200 Block Felicia Way Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3334 Turning Movements and Required Signals.,1303,9,2,-79.89647981,40.45688486
571,-2652028330,17204378,6,2017-10-22T12:00:00,"700 Block Gallion Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1919,4,4,-80.01956384,40.39658616
2872,165694681,17204380,0,2017-10-22T12:15:00,"900 Block N Murtland St Pittsburgh, PA 15208",Y,Homewood North,5,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,1301,9,2,-79.90104113,40.45848802
892,165916414,17205872,6,2017-10-22T13:05:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2901,4,4,-79.99089923,40.40493936
1380,-3034011711,17204406,14,2017-10-22T13:06:00,"300 Block Hammond St Pittsburgh, PA 15204",N,Sheraden,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2018,2,5,-80.04944688,40.45620557
2223,165692529,17204415,99,2017-10-22T13:28:00,"Sennott St & Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,405,3,3,-79.95686651,40.44048192
1241,166702907,17216608,6,2017-10-22T13:45:00,"2000 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,6,3,-79.98179721,40.4456403
1614,165740517,17204448,6,2017-10-22T14:00:00,"Lelia St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,1,1,-79.99774962,40.46939449
2135,165758980,17205091,14,2017-10-22T14:00:00,"1100 Block Lakewood St Pittsburgh, PA 15220",N,Elliott,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2020,2,5,-80.04069237,40.4466354
2040,165694710,17204436,10,2017-10-22T14:04:00,"1100 Block Milan Ave Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT,2709(a) Harassment. / 3503(b.1) Criminal Trespass - Simple Trespasser,3206,4,4,-80.01465243,40.39371046
1245,165696657,17204452,99,2017-10-22T14:48:00,"300 Block Sunnyland Ave Pittsburgh, PA 15227",N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2904,4,4,-79.98481246,40.38268961
1602,165910539,17206488,6,2017-10-22T15:00:00,"1000 Block Fort Duquesne Blvd Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.99524489,40.44551089
1382,165695428,17204477,14,2017-10-22T15:10:00,"100 Block Minooka St Pittsburgh, PA 15210",Y,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2901,4,4,-79.99230585,40.40353127
2964,165696425,17204469,0,2017-10-22T15:25:00,"2000 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9998 Overdose Other,1702,3,4,-79.97750748,40.42831022
471,165695339,17204512,6,2017-10-22T15:30:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,4,-79.96910283,40.42631507
907,165798799,17204479,6,2017-10-22T15:30:00,"7300 Block Baker St Pittsburgh, PA 15206",N,Morningside,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,1014,7,2,-79.92176734,40.48749461
1428,165695004,17204474,10,2017-10-22T15:35:00,"Renwick St Pittsburgh, PA 15210",Y,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault.,1803,3,4,-79.99007474,40.42373041
2901,165735634,17204969,6,2017-10-22T15:40:00,"20 Block General Robinson St E Pittsburgh, PA 15212",N,North Shore,1,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud / 3304 Criminal Mischief.,2205,1,6,-80.00366501,40.44848499
3305,166221026,17209977,6,2017-10-22T15:40:00,"6400 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1208,9,2,-79.915653,40.46077054
908,165799273,17204494,14,2017-10-22T15:42:00,"7300 Block Baker St Pittsburgh, PA 15206",N,Morningside,5,CRIM MISCHIEF,3304 Criminal Mischief.,1014,7,2,-79.92176734,40.48749461
1381,-3039000080,17204487,99,2017-10-22T15:48:00,"2600 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2023,2,5,-80.03613737,40.40615298
2200,165694884,17204480,10,2017-10-22T15:49:00,"200 Block 45th St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,902,7,2,-79.95932284,40.4720956
1324,165694861,17204496,5,2017-10-22T16:00:00,"1400 Block Eleanor St Pittsburgh, PA 15210",N,South Side Slopes,3,BURGLARY,3502 Burglary.,1608,3,4,-79.97273958,40.41879456
2979,165695035,17204516,18,2017-10-22T16:05:00,"100 Block Art Rooney Ave Pittsburgh, PA 15212",Y,North Shore,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,2205,1,6,-80.01631623,40.44631465
2115,-3070000011,17204511,27,2017-10-22T16:25:00,"Reedsdale St & Allegheny Ave Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2108,1,6,-80.01782583,40.44803706
2114,165695723,17204544,10,2017-10-22T16:30:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2709(a) Harassment.,1803,3,4,-79.99357756,40.42153188
2803,165697669,17204607,6,2017-10-22T16:30:00,"1200 Block River Ave Pittsburgh, PA 15212",N,Troy Hill,1,THEFT FROM AUTO,3934 Theft from Vehicle,2406,1,1,-79.98407191,40.45883496
682,165696747,17204537,0,2017-10-22T16:45:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9998 Overdose Other,509,6,3,-79.97380739,40.45093426
1751,165726533,17204930,10,2017-10-22T17:00:00,"800 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1201,9,2,-79.89761421,40.48782354
1912,166543902,17210512,10,2017-10-22T17:00:00,"2700 Block Strachan Ave Pittsburgh, PA 15216",Y,Banksville,6,SIMPLE ASSAULT,2701 Simple Assault.,2023,2,5,-80.03805129,40.40341599
2116,165697882,17204673,10,2017-10-22T17:00:00,"2100 Block Eggers St Pittsburgh, PA 15212",N,Troy Hill,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2406,1,1,-79.97803892,40.46833813
1235,165697289,17204536,0,2017-10-22T17:10:00,"Howard St & E North Ave Pittsburgh, PA 15212",N,Fineview,1,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",2509,1,1,-79.99923238,40.4568392
1325,165695607,17204542,10,2017-10-22T17:10:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",2901,4,4,-79.99089923,40.40493936
473,165696151,17204539,18,2017-10-22T17:13:00,"1400 Block 5th Ave Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 9015 Failure To Appear/Arrest on Attachment Order,103,6,3,-79.98631004,40.43836994
1246,165698224,17204646,6,2017-10-22T17:30:00,"100 Block Meyran Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,405,3,3,-79.95920852,40.44121778
1583,165773481,17204575,6,2017-10-22T17:31:00,"South Commons & East Commons Pittsburgh, PA 15212",Y,Allegheny Center,1,THEFT FROM AUTO,3934 Theft from Vehicle / 5505 Public Drunkenness,2204,1,1,-80.0029528,40.45070177
2946,165697202,17204551,3,2017-10-22T17:32:00,"Federal St S & South Commons St Pittsburgh, PA 15212",N,Allegheny Center,1,ROBBERY,3701 Robbery.,2204,1,1,-80.00489781,40.45031168
2980,165696408,17204554,18,2017-10-22T17:49:00,"S 17th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1702,3,4,-79.98204758,40.42883493
1622,165751820,17204586,10,2017-10-22T18:30:00,"900 Block Art Rooney Ave Pittsburgh, PA 15212",Y,North Shore,1,SIMPLE ASSAULT,2701 Simple Assault.,2205,1,6,-80.013919,40.44665295
1957,165697675,17204574,99,2017-10-22T18:30:00,"Monongahela Riv Pittsburgh, PA 15120",N,Outside City,OSC,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),5599,,,0,0
1383,165697305,17204614,99,2017-10-22T19:11:00,"2400 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,NOISE COMPLAINT - CITATION,9132 Noise Complaint - Citation / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1609,3,4,-79.97140725,40.42722254
